mean_accelerometer_X,mean_accelerometer_Y,mean_accelerometer_Z,std_accelerometer_X,std_accelerometer_Y,std_accelerometer_Z,max_accelerometer_X,max_accelerometer_Y,max_accelerometer_Z,time_diff
0.40179493999999993,-0.027293869999999984,9.754025649999999,0.05196678178206002,0.051990832494078924,0.019147510377700263,0.560243,0.086191,9.80665,0
0.39398982999999993,-0.030933079999999977,9.758526749999998,0.052330910174755066,0.051700081640261415,0.024027674389191823,0.560243,0.086191,9.821015,0
0.39054216999999997,-0.031651309999999974,9.758670429999999,0.04864381412479055,0.04932724460864105,0.02545615104102201,0.560243,0.086191,9.821015,0
0.24358610999999997,0.046256060000000015,9.76278848,0.23053215396984786,0.12369076375215864,0.022270242668519392,0.560243,0.244209,9.821015,0
0.3920265799999999,-0.025139089999999968,9.761639259999999,0.04039464844673055,0.042445087342792356,0.02328978089275897,0.560243,0.086191,9.821015,0
0.3918350299999998,-0.02106894999999997,9.757569079999998,0.022542617694811858,0.030345628758271723,0.019338609881140535,0.469264,0.071826,9.821015,0
0.24483109999999997,0.055306110000000006,9.758670460000001,0.22915873798610392,0.11267766058400726,0.0180707931681389,0.469264,0.244209,9.792285,0
0.39595309,-0.016519979999999986,9.75455238,0.020094219711650943,0.026642234567071644,0.0176073514168016,0.459687,0.0239419999999999,9.787497,0
0.3998317199999999,-0.017669179999999986,9.753020009999998,0.022132424786975136,0.026610221622822988,0.017825874002398507,0.459687,0.0239419999999999,9.787497,0
0.24947587,0.055497619999999984,9.758095749999999,0.23209399099214026,0.11216617938313533,0.018959417523111085,0.459687,0.244209,9.792285,0
0.40122038,-0.014413129999999988,9.753834009999999,0.026017032869816093,0.022319882756315176,0.01710246834007076,0.493206,0.02873,9.787497,0
0.32972953999999993,-0.01728615999999999,9.86602629,0.4310154563692822,0.6693858899716106,0.45185029090699197,0.943315,4.616021,12.248735,0
0.26786332999999996,0.8376354700000002,9.764703719999998,0.6304849930436679,2.18912817909595,0.8693475739771993,2.437297,6.78038,12.248735,0
-0.10328575999999995,0.22342698,9.771503359999997,0.015191961648506658,0.016812452602902664,0.01616631765603894,-0.062249,0.253785,9.811439,0
-0.09639047999999993,0.22649154000000002,9.76652342,0.03374714050332428,0.02350271713645816,0.022764664291986984,0.0239419999999999,0.282516,9.811439,0
-0.10955860999999997,0.10994182999999999,9.768582429999999,0.1020262154459338,0.1836329342665265,0.04201185590894838,0.407014,0.282516,10.065224,0
-0.16285356999999998,0.42401321000000003,9.45446316,0.5350190001785409,1.191696564588243,1.3027601105243236,0.967258,6.186618,10.065224,0
0.03754109000000002,2.0219993,8.783943100000002,0.7721874502352455,2.7017786697425175,1.6502698224096108,1.7477669999999998,6.545748000000001,10.065224,0
0.07781156000000004,1.7276561299999995,8.84758095,0.7121336778313766,2.7355883677916273,1.6917448022440635,2.035071,7.580042999999999,10.065224,0
0.31890762,4.14584788,7.6954911400000015,0.9668577449852043,2.685342121708744,1.873152586366955,2.035071,7.580042999999999,10.065224,0
0.30775066999999995,4.82857842,7.848720000000001,0.8253020879817472,1.6570495093592836,1.5081864396603002,2.035071,7.580042999999999,10.065224,0
0.25435997,3.617734769999999,8.369650389999999,0.6544728715734867,2.609226367298908,1.4959410287351065,2.035071,7.580042999999999,9.892841,0
0.15835247000000002,4.68641067,8.24539126,0.6172947402859971,0.863936857818261,1.2431280135929235,2.035071,7.580042999999999,9.892841,0
0.027581180000000004,4.35739947,8.66226966,0.32541734751094353,0.3934132042966,0.42449335971949437,1.44131,5.712566000000001,9.892841,0
-0.012402010000000003,3.78015738,8.819233509999998,0.19066240192409342,1.3267552715118949,0.43620825528953167,0.45011,4.697424,9.892841,0
0.12109866999999996,3.5508407699999998,8.66021066,0.6337142372693227,2.040945871749689,1.168114260955131,3.739743,9.916783,9.792285,0
0.20087351000000006,5.23396463,7.704301750000001,0.9050301299479849,1.5412791035962363,1.5182382021334668,3.739743,9.916783,9.074024,0
0.08456320999999997,5.5331440899999995,7.535175370000002,0.8248496019636194,1.5427480726495761,1.3883837950873763,3.739743,9.916783,9.074024,0
0.022409799999999994,4.4571898,7.71181962,0.8518872174894745,3.2306589233337926,1.7278361513464149,3.739743,9.916783,9.801862,0
0.19536693,6.87844602,6.6513798999999985,1.0163722372430533,1.0072831001633786,0.9857672925109218,3.739743,9.916783,9.074024,0
0.11923131000000002,7.071418700000001,6.64831528,0.7134619776656211,0.3221923693209015,0.3886688850797981,2.020706,7.699753,7.307103999999999,0
0.29123072,4.959349619999999,7.57980337,0.6645436009008167,3.3524900045978123,1.4756112132428696,2.020706,7.699753,9.792285,0
0.65778297,7.1046501100000015,6.652529099999999,0.5557447486273512,0.2800360724500153,0.34020150251681275,2.020706,7.699753,7.264008,0
0.71261016,7.086358389999999,6.65094889,0.36966557753039875,0.2967533343667698,0.34084622005217613,2.020706,7.699753,7.359775999999999,0
0.44915220000000006,5.489234339999999,7.404978769999999,0.37130069317955244,2.827040361994466,1.2181127177207731,0.957681,7.541735000000001,9.792285,0
0.48932691999999994,6.07174359,7.2078881300000015,0.31836358373748613,2.091467015169762,0.8935707011038947,0.957681,7.474697999999999,9.792285,0
0.43306319000000004,6.653917680000001,7.03919271,0.24615531671324076,0.3267779501348601,0.3247085219452432,0.881066,7.101202000000001,8.504205,0
0.24803929,6.27726195,7.3255392,0.42025722455002584,0.5612182646096455,0.5042974452292089,0.799663,7.077260000000001,8.743625,0
-0.05013452999999998,4.06324778,8.27733009,0.4685879908921186,2.806167349874351,1.1088878811227814,0.799663,6.708554,9.792285,0
-0.062057650000000006,5.818006140000001,7.70535534,0.5588144332570623,0.5956873120489824,0.5695893298296435,0.799663,6.6941880000000005,8.743625,0
-0.39035059000000005,5.520933610000002,7.952580530000001,0.44595598839315875,0.45748774371589507,0.5052974256055188,0.579397,6.6941880000000005,8.743625,0
