accelerometer_X,accelerometer_Y,accelerometer_Z,activity
5.60722,-13.005303,-0.378284,walking
3.672706,-10.874464,-7.058106,walking
1.939303,-9.097966,-2.782062,walking
-0.344765,-4.161122,1.23062,walking
-0.387861,-9.174581,3.031059,walking
-7.359775999999999,-15.322891,0.8523360000000001,walking
11.113884,-19.603724,-3.921702,walking
5.1092260000000005,-15.452178,-1.47004,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
-2.705448,-7.436389999999999,1.383849,walking
-4.577713,-17.645266,1.944092,walking
7.192182000000001,-25.201366,-16.903064999999998,walking
1.575385,-10.620679,1.58975,walking
-0.02873,-5.425261,0.8236049999999999,walking
3.4189199999999995,-6.675033999999999,1.158794,walking
1.891419,-11.669339,-1.570596,walking
-1.647211,-5.305551,9.169792,walking
3.399767,-15.586253,-0.8044520000000001,walking
4.572925,0.1819589999999999,32.59945,walking
5.60722,-13.005303,-0.378284,walking
3.672706,-10.874464,-7.058106,walking
1.939303,-9.097966,-2.782062,walking
-0.344765,-4.161122,1.23062,walking
-0.387861,-9.174581,3.031059,walking
-7.359775999999999,-15.322891,0.8523360000000001,walking
11.113884,-19.603724,-3.921702,walking
5.1092260000000005,-15.452178,-1.47004,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
7.192182000000001,-25.201366,-16.903064999999998,walking
1.575385,-10.620679,1.58975,walking
-0.02873,-5.425261,0.8236049999999999,walking
3.4189199999999995,-6.675033999999999,1.158794,walking
1.891419,-11.669339,-1.570596,walking
-1.647211,-5.305551,9.169792,walking
3.399767,-15.586253,-0.8044520000000001,walking
4.572925,0.1819589999999999,32.59945,walking
5.60722,-13.005303,-0.378284,walking
3.672706,-10.874464,-7.058106,walking
1.939303,-9.097966,-2.782062,walking
-0.344765,-4.161122,1.23062,walking
-0.387861,-9.174581,3.031059,walking
-7.359775999999999,-15.322891,0.8523360000000001,walking
11.113884,-19.603724,-3.921702,walking
5.1092260000000005,-15.452178,-1.47004,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-0.02873,-5.425261,0.8236049999999999,walking
3.4189199999999995,-6.675033999999999,1.158794,walking
1.891419,-11.669339,-1.570596,walking
-1.647211,-5.305551,9.169792,walking
3.399767,-15.586253,-0.8044520000000001,walking
4.572925,0.1819589999999999,32.59945,walking
5.60722,-13.005303,-0.378284,walking
3.672706,-10.874464,-7.058106,walking
1.939303,-9.097966,-2.782062,walking
-0.344765,-4.161122,1.23062,walking
-0.387861,-9.174581,3.031059,walking
-7.359775999999999,-15.322891,0.8523360000000001,walking
11.113884,-19.603724,-3.921702,walking
5.1092260000000005,-15.452178,-1.47004,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.891419,-11.669339,-1.570596,walking
-1.647211,-5.305551,9.169792,walking
3.399767,-15.586253,-0.8044520000000001,walking
4.572925,0.1819589999999999,32.59945,walking
5.60722,-13.005303,-0.378284,walking
3.672706,-10.874464,-7.058106,walking
1.939303,-9.097966,-2.782062,walking
-0.344765,-4.161122,1.23062,walking
-0.387861,-9.174581,3.031059,walking
-7.359775999999999,-15.322891,0.8523360000000001,walking
11.113884,-19.603724,-3.921702,walking
5.1092260000000005,-15.452178,-1.47004,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
3.399767,-15.586253,-0.8044520000000001,walking
4.572925,0.1819589999999999,32.59945,walking
5.60722,-13.005303,-0.378284,walking
3.672706,-10.874464,-7.058106,walking
1.939303,-9.097966,-2.782062,walking
-0.344765,-4.161122,1.23062,walking
-0.387861,-9.174581,3.031059,walking
-7.359775999999999,-15.322891,0.8523360000000001,walking
11.113884,-19.603724,-3.921702,walking
5.1092260000000005,-15.452178,-1.47004,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
5.60722,-13.005303,-0.378284,walking
3.672706,-10.874464,-7.058106,walking
1.939303,-9.097966,-2.782062,walking
-0.344765,-4.161122,1.23062,walking
-0.387861,-9.174581,3.031059,walking
-7.359775999999999,-15.322891,0.8523360000000001,walking
11.113884,-19.603724,-3.921702,walking
5.1092260000000005,-15.452178,-1.47004,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
1.939303,-9.097966,-2.782062,walking
-0.344765,-4.161122,1.23062,walking
-0.387861,-9.174581,3.031059,walking
-7.359775999999999,-15.322891,0.8523360000000001,walking
11.113884,-19.603724,-3.921702,walking
5.1092260000000005,-15.452178,-1.47004,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
0.009577,-13.235147,-3.557784,walking
-2.992752,-13.637373,-8.944737,walking
-0.670376,-10.611102,-1.091756,walking
-2.3606830000000003,-1.594538,2.011129,walking
-2.331952,-7.671022,-0.35913,walking
-4.395754,-11.573571,-2.03986,walking
-9.993398,1.580173,-11.587936,walking
-3.409343,-13.158532,-3.677494,walking
-14.159308,-18.11453,-20.077776,walking
-3.007117,-7.541735000000001,0.799663,walking
-2.351106,-3.744531,2.513912,walking
-1.517924,-8.513782,0.8523360000000001,walking
1.278504,-8.872911,0.0430959999999999,walking
-1.656788,-10.941502,0.8619129999999999,walking
-3.969586,-13.354857,-3.083732,walking
-1.613692,-9.672575,-5.133168,walking
-0.991199,-9.667787,-1.177947,walking
-2.097321,0.292093,2.767697,walking
-5.655104,-6.488286,-0.933739,walking
-7.345411,-12.717999,-1.838747,walking
0.555455,-10.874464,23.582888,walking
-9.155427,-11.654974,-1.388637,walking
-6.660669,5.214572,-2.8155810000000003,walking
-1.848324,-12.65575,-3.65834,walking
-7.278372999999999,-14.686032999999998,-10.065224,walking
-3.5960910000000004,-9.016563,-1.484405,walking
-2.37026,-1.192312,3.055001,walking
-5.473145,-6.517017,-0.713472,walking
-5.061342,-11.808203,-2.5378540000000003,walking
-2.743755,1.244985,-0.440533,walking
-0.387861,-9.174581,3.031059,walking
-7.359775999999999,-15.322891,0.8523360000000001,walking
11.113884,-19.603724,-3.921702,walking
5.1092260000000005,-15.452178,-1.47004,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
2.873042,-10.261548,0.4979939999999999,walking
-2.911349,-3.782838,1.13964,walking
11.113884,-19.603724,-3.921702,walking
5.1092260000000005,-15.452178,-1.47004,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
2.873042,-10.261548,0.4979939999999999,walking
-2.911349,-3.782838,1.13964,walking
-3.624821,-8.939949,-1.508347,walking
-6.631939,-14.073117000000002,-0.4548979999999999,walking
6.373365,-11.741165,-8.226476,walking
3.2896330000000003,-9.993398,-0.3830719999999999,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
2.873042,-10.261548,0.4979939999999999,walking
-2.911349,-3.782838,1.13964,walking
-3.624821,-8.939949,-1.508347,walking
-6.631939,-14.073117000000002,-0.4548979999999999,walking
-3.586514,-22.471977,-4.649539,walking
1.192313,-11.774684,-0.545878,walking
-2.978387,-3.0502130000000003,1.273715,walking
-4.34787,-9.92636,-1.642422,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
2.873042,-10.261548,0.4979939999999999,walking
-2.911349,-3.782838,1.13964,walking
-3.624821,-8.939949,-1.508347,walking
-6.631939,-14.073117000000002,-0.4548979999999999,walking
-3.586514,-22.471977,-4.649539,walking
1.192313,-11.774684,-0.545878,walking
-0.268151,-18.569427,-11.69807,walking
4.017469999999999,-11.793838,-1.101333,walking
-4.256891,-17.166426,-2.054225,walking
-12.277467,6.435614,2.853889,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
2.873042,-10.261548,0.4979939999999999,walking
-2.911349,-3.782838,1.13964,walking
-3.624821,-8.939949,-1.508347,walking
-6.631939,-14.073117000000002,-0.4548979999999999,walking
-3.586514,-22.471977,-4.649539,walking
1.192313,-11.774684,-0.545878,walking
-0.268151,-18.569427,-11.69807,walking
4.017469999999999,-11.793838,-1.101333,walking
-2.470816,-3.284845,1.972822,walking
-5.875371,-8.283937,-1.632845,walking
-7.8865,-16.82645,4.912902,walking
4.13718,-23.673866,-10.807426,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
2.873042,-10.261548,0.4979939999999999,walking
-2.911349,-3.782838,1.13964,walking
-3.624821,-8.939949,-1.508347,walking
-6.631939,-14.073117000000002,-0.4548979999999999,walking
-3.586514,-22.471977,-4.649539,walking
1.192313,-11.774684,-0.545878,walking
-0.268151,-18.569427,-11.69807,walking
4.017469999999999,-11.793838,-1.101333,walking
-2.470816,-3.284845,1.972822,walking
-5.875371,-8.283937,-1.632845,walking
-6.363788,-13.321339000000002,2.207454,walking
-5.8274870000000005,-19.479225,-16.31409,walking
2.523489,-10.070012,0.158017,walking
-0.143652,-3.572149,1.862689,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
2.873042,-10.261548,0.4979939999999999,walking
-2.911349,-3.782838,1.13964,walking
-3.624821,-8.939949,-1.508347,walking
-6.631939,-14.073117000000002,-0.4548979999999999,walking
-3.586514,-22.471977,-4.649539,walking
1.192313,-11.774684,-0.545878,walking
-0.268151,-18.569427,-11.69807,walking
4.017469999999999,-11.793838,-1.101333,walking
-2.470816,-3.284845,1.972822,walking
-5.875371,-8.283937,-1.632845,walking
-6.363788,-13.321339000000002,2.207454,walking
-5.8274870000000005,-19.479225,-16.31409,walking
1.541866,-11.056423,0.842759,walking
-2.394202,-4.654328,0.306458,walking
1.221043,-7.963114,-0.737414,walking
6.105214,-8.504205,0.306458,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
2.873042,-10.261548,0.4979939999999999,walking
-2.911349,-3.782838,1.13964,walking
-3.624821,-8.939949,-1.508347,walking
-6.631939,-14.073117000000002,-0.4548979999999999,walking
-3.586514,-22.471977,-4.649539,walking
1.192313,-11.774684,-0.545878,walking
-0.268151,-18.569427,-11.69807,walking
4.017469999999999,-11.793838,-1.101333,walking
-2.470816,-3.284845,1.972822,walking
-5.875371,-8.283937,-1.632845,walking
-6.363788,-13.321339000000002,2.207454,walking
-5.8274870000000005,-19.479225,-16.31409,walking
1.541866,-11.056423,0.842759,walking
-2.394202,-4.654328,0.306458,walking
0.933739,-10.251971,-1.01993,walking
-2.806004,-3.615245,0.407014,walking
-2.925714,-21.298819,5.612009,walking
3.347094,-13.302185,-2.020706,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
2.873042,-10.261548,0.4979939999999999,walking
-2.911349,-3.782838,1.13964,walking
-3.624821,-8.939949,-1.508347,walking
-6.631939,-14.073117000000002,-0.4548979999999999,walking
-3.586514,-22.471977,-4.649539,walking
1.192313,-11.774684,-0.545878,walking
-0.268151,-18.569427,-11.69807,walking
4.017469999999999,-11.793838,-1.101333,walking
-2.470816,-3.284845,1.972822,walking
-5.875371,-8.283937,-1.632845,walking
-6.363788,-13.321339000000002,2.207454,walking
-5.8274870000000005,-19.479225,-16.31409,walking
1.541866,-11.056423,0.842759,walking
-2.394202,-4.654328,0.306458,walking
0.933739,-10.251971,-1.01993,walking
-2.806004,-3.615245,0.407014,walking
-2.964022,-8.288725999999999,-1.268927,walking
-4.43885,-14.283808,-2.2505490000000004,walking
-4.170699,-15.801731,0.162806,walking
1.173159,-14.092270999999998,-0.636858,walking
1.11091,-8.954314,-8.887277000000001,walking
0.0478839999999999,-8.571242,0.790087,walking
2.494758,-5.674258,1.034295,walking
11.894394,-11.429919,-8.049306,walking
-9.323022,-15.844827,1.824382,walking
-1.278504,-17.334020000000002,-14.245501,walking
5.042189,-14.518439,-5.63595,walking
-0.474052,-10.237606,-9.222465,walking
2.873042,-10.261548,0.4979939999999999,walking
-2.911349,-3.782838,1.13964,walking
-3.624821,-8.939949,-1.508347,walking
-6.631939,-14.073117000000002,-0.4548979999999999,walking
-3.586514,-22.471977,-4.649539,walking
1.192313,-11.774684,-0.545878,walking
-0.268151,-18.569427,-11.69807,walking
4.017469999999999,-11.793838,-1.101333,walking
-2.470816,-3.284845,1.972822,walking
-5.875371,-8.283937,-1.632845,walking
-6.363788,-13.321339000000002,2.207454,walking
-5.8274870000000005,-19.479225,-16.31409,walking
1.541866,-11.056423,0.842759,walking
-2.394202,-4.654328,0.306458,walking
0.933739,-10.251971,-1.01993,walking
-2.806004,-3.615245,0.407014,walking
-2.964022,-8.288725999999999,-1.268927,walking
-4.43885,-14.283808,-2.2505490000000004,walking
-3.763685,1.7525560000000002,18.86152,walking
-1.331176,-12.516887,-0.761356,walking
-0.670376,-10.611102,-1.091756,walking
-2.3606830000000003,-1.594538,2.011129,walking
-2.331952,-7.671022,-0.35913,walking
-4.395754,-11.573571,-2.03986,walking
-9.993398,1.580173,-11.587936,walking
-3.409343,-13.158532,-3.677494,walking
-14.159308,-18.11453,-20.077776,walking
-3.007117,-7.541735000000001,0.799663,walking
-2.351106,-3.744531,2.513912,walking
-1.517924,-8.513782,0.8523360000000001,walking
1.278504,-8.872911,0.0430959999999999,walking
-1.656788,-10.941502,0.8619129999999999,walking
-3.969586,-13.354857,-3.083732,walking
-1.613692,-9.672575,-5.133168,walking
-0.991199,-9.667787,-1.177947,walking
-2.097321,0.292093,2.767697,walking
-5.655104,-6.488286,-0.933739,walking
-7.345411,-12.717999,-1.838747,walking
0.555455,-10.874464,23.582888,walking
-9.155427,-11.654974,-1.388637,walking
-6.660669,5.214572,-2.8155810000000003,walking
-1.848324,-12.65575,-3.65834,walking
